borough,year_and_month,month,year,season,pandemic_period,recovery_success
hillingdon,2011-06-01,june,2011,summer,pre-pandemic,0
newham,2011-06-01,june,2011,summer,pre-pandemic,0
croydon,2011-06-01,june,2011,summer,pre-pandemic,0
waltham forest,2011-06-01,june,2011,summer,pre-pandemic,1
redbridge,2011-07-01,july,2011,summer,pre-pandemic,0
croydon,2011-07-01,july,2011,summer,pre-pandemic,0
hillingdon,2011-07-01,july,2011,summer,pre-pandemic,0
redbridge,2011-07-01,july,2011,summer,pre-pandemic,0
croydon,2011-07-01,july,2011,summer,pre-pandemic,0
redbridge,2011-07-01,july,2011,summer,pre-pandemic,1
barnet,2011-07-01,july,2011,summer,pre-pandemic,1
greenwich,2011-07-01,july,2011,summer,pre-pandemic,0
lambeth,2011-07-01,july,2011,summer,pre-pandemic,0
enfield,2011-07-01,july,2011,summer,pre-pandemic,0
brent,2011-07-01,july,2011,summer,pre-pandemic,0
hounslow,2011-07-01,july,2011,summer,pre-pandemic,0
hounslow,2011-07-01,july,2011,summer,pre-pandemic,0
haringey,2011-07-01,july,2011,summer,pre-pandemic,0
islington,2011-07-01,july,2011,summer,pre-pandemic,0
kensington and chelsea,2011-08-01,august,2011,summer,pre-pandemic,1
lewisham,2011-08-01,august,2011,summer,pre-pandemic,0
bexley,2011-08-01,august,2011,summer,pre-pandemic,0
enfield,2011-08-01,august,2011,summer,pre-pandemic,0
ealing,2011-08-01,august,2011,summer,pre-pandemic,0
southwark,2011-08-01,august,2011,summer,pre-pandemic,0
lambeth,2011-08-01,august,2011,summer,pre-pandemic,0
greenwich,2011-08-01,august,2011,summer,pre-pandemic,0
lewisham,2011-08-01,august,2011,summer,pre-pandemic,0
croydon,2011-08-01,august,2011,summer,pre-pandemic,0
hillingdon,2011-08-01,august,2011,summer,pre-pandemic,0
waltham forest,2011-08-01,august,2011,summer,pre-pandemic,0
kingston upon thames,2011-08-01,august,2011,summer,pre-pandemic,0
enfield,2011-08-01,august,2011,summer,pre-pandemic,0
haringey,2011-08-01,august,2011,summer,pre-pandemic,0
hounslow,2011-08-01,august,2011,summer,pre-pandemic,0
barnet,2011-09-01,september,2011,autumn,pre-pandemic,0
redbridge,2011-09-01,september,2011,autumn,pre-pandemic,0
hillingdon,2011-09-01,september,2011,autumn,pre-pandemic,0
hillingdon,2011-09-01,september,2011,autumn,pre-pandemic,0
hillingdon,2011-09-01,september,2011,autumn,pre-pandemic,0
hammersmith and fulham,2011-09-01,september,2011,autumn,pre-pandemic,0
ealing,2011-09-01,september,2011,autumn,pre-pandemic,0
lewisham,2011-09-01,september,2011,autumn,pre-pandemic,0
bromley,2011-09-01,september,2011,autumn,pre-pandemic,1
newham,2011-09-01,september,2011,autumn,pre-pandemic,0
southwark,2011-09-01,september,2011,autumn,pre-pandemic,0
hammersmith and fulham,2011-09-01,september,2011,autumn,pre-pandemic,0
islington,2011-09-01,september,2011,autumn,pre-pandemic,0
southwark,2011-09-01,september,2011,autumn,pre-pandemic,0
haringey,2011-09-01,september,2011,autumn,pre-pandemic,0
croydon,2011-09-01,september,2011,autumn,pre-pandemic,0
wandsworth,2011-09-01,september,2011,autumn,pre-pandemic,0
islington,2011-10-01,october,2011,autumn,pre-pandemic,0
hounslow,2011-10-01,october,2011,autumn,pre-pandemic,0
richmond upon thames,2011-10-01,october,2011,autumn,pre-pandemic,0
bromley,2011-10-01,october,2011,autumn,pre-pandemic,0
wandsworth,2011-10-01,october,2011,autumn,pre-pandemic,0
redbridge,2011-10-01,october,2011,autumn,pre-pandemic,0
haringey,2011-10-01,october,2011,autumn,pre-pandemic,0
kensington and chelsea,2011-10-01,october,2011,autumn,pre-pandemic,1
lewisham,2011-10-01,october,2011,autumn,pre-pandemic,0
hillingdon,2011-10-01,october,2011,autumn,pre-pandemic,0
hillingdon,2011-10-01,october,2011,autumn,pre-pandemic,0
haringey,2011-10-01,october,2011,autumn,pre-pandemic,0
croydon,2011-10-01,october,2011,autumn,pre-pandemic,0
hillingdon,2011-10-01,october,2011,autumn,pre-pandemic,0
tower hamlets,2011-10-01,october,2011,autumn,pre-pandemic,0
lewisham,2011-10-01,october,2011,autumn,pre-pandemic,0
croydon,2011-10-01,october,2011,autumn,pre-pandemic,1
hammersmith and fulham,2011-10-01,october,2011,autumn,pre-pandemic,0
bromley,2011-10-01,october,2011,autumn,pre-pandemic,0
newham,2011-10-01,october,2011,autumn,pre-pandemic,0
newham,2011-10-01,october,2011,autumn,pre-pandemic,0
bexley,2011-10-01,october,2011,autumn,pre-pandemic,0
hillingdon,2011-10-01,october,2011,autumn,pre-pandemic,0
waltham forest,2011-10-01,october,2011,autumn,pre-pandemic,0
lewisham,2011-10-01,october,2011,autumn,pre-pandemic,0
hillingdon,2011-10-01,october,2011,autumn,pre-pandemic,1
waltham forest,2011-10-01,october,2011,autumn,pre-pandemic,1
merton,2011-11-01,november,2011,autumn,pre-pandemic,0
enfield,2011-11-01,november,2011,autumn,pre-pandemic,0
camden,2011-11-01,november,2011,autumn,pre-pandemic,0
barnet,2011-11-01,november,2011,autumn,pre-pandemic,0
hounslow,2011-11-01,november,2011,autumn,pre-pandemic,0
hounslow,2011-11-01,november,2011,autumn,pre-pandemic,0
croydon,2011-11-01,november,2011,autumn,pre-pandemic,0
newham,2011-11-01,november,2011,autumn,pre-pandemic,0
camden,2011-11-01,november,2011,autumn,pre-pandemic,0
hammersmith and fulham,2011-11-01,november,2011,autumn,pre-pandemic,0
bromley,2011-11-01,november,2011,autumn,pre-pandemic,0
lambeth,2011-11-01,november,2011,autumn,pre-pandemic,0
lewisham,2011-11-01,november,2011,autumn,pre-pandemic,1
hillingdon,2011-11-01,november,2011,autumn,pre-pandemic,0
newham,2011-11-01,november,2011,autumn,pre-pandemic,0
islington,2011-11-01,november,2011,autumn,pre-pandemic,0
islington,2011-11-01,november,2011,autumn,pre-pandemic,0
bromley,2011-11-01,november,2011,autumn,pre-pandemic,0
enfield,2011-11-01,november,2011,autumn,pre-pandemic,0
haringey,2011-11-01,november,2011,autumn,pre-pandemic,0
croydon,2011-11-01,november,2011,autumn,pre-pandemic,0
hounslow,2011-12-01,december,2011,winter,pre-pandemic,0
lambeth,2011-12-01,december,2011,winter,pre-pandemic,0
westminster,2011-12-01,december,2011,winter,pre-pandemic,1
hounslow,2011-12-01,december,2011,winter,pre-pandemic,1
wandsworth,2011-12-01,december,2011,winter,pre-pandemic,0
southwark,2011-12-01,december,2011,winter,pre-pandemic,0
wandsworth,2011-12-01,december,2011,winter,pre-pandemic,0
southwark,2011-12-01,december,2011,winter,pre-pandemic,0
hackney,2011-12-01,december,2011,winter,pre-pandemic,0
havering,2011-12-01,december,2011,winter,pre-pandemic,0
southwark,2011-12-01,december,2011,winter,pre-pandemic,0
barnet,2011-12-01,december,2011,winter,pre-pandemic,0
hackney,2011-12-01,december,2011,winter,pre-pandemic,0
wandsworth,2012-01-01,january,2012,winter,pre-pandemic,0
merton,2012-01-01,january,2012,winter,pre-pandemic,0
haringey,2012-01-01,january,2012,winter,pre-pandemic,1
barking and dagenham,2012-01-01,january,2012,winter,pre-pandemic,0
croydon,2012-01-01,january,2012,winter,pre-pandemic,0
greenwich,2012-01-01,january,2012,winter,pre-pandemic,0
lambeth,2012-01-01,january,2012,winter,pre-pandemic,0
brent,2012-01-01,january,2012,winter,pre-pandemic,0
hounslow,2012-01-01,january,2012,winter,pre-pandemic,0
waltham forest,2012-01-01,january,2012,winter,pre-pandemic,0
newham,2012-01-01,january,2012,winter,pre-pandemic,1
redbridge,2012-01-01,january,2012,winter,pre-pandemic,1
southwark,2012-01-01,january,2012,winter,pre-pandemic,1
southwark,2012-01-01,january,2012,winter,pre-pandemic,1
ealing,2012-01-01,january,2012,winter,pre-pandemic,1
croydon,2012-01-01,january,2012,winter,pre-pandemic,1
lambeth,2012-01-01,january,2012,winter,pre-pandemic,0
merton,2012-01-01,january,2012,winter,pre-pandemic,0
ealing,2012-02-01,february,2012,winter,pre-pandemic,0
lewisham,2012-02-01,february,2012,winter,pre-pandemic,0
lambeth,2012-02-01,february,2012,winter,pre-pandemic,0
greenwich,2012-02-01,february,2012,winter,pre-pandemic,0
greenwich,2012-02-01,february,2012,winter,pre-pandemic,0
merton,2012-02-01,february,2012,winter,pre-pandemic,0
redbridge,2012-02-01,february,2012,winter,pre-pandemic,0
islington,2012-02-01,february,2012,winter,pre-pandemic,1
harrow,2012-02-01,february,2012,winter,pre-pandemic,0
bromley,2012-02-01,february,2012,winter,pre-pandemic,0
harrow,2012-02-01,february,2012,winter,pre-pandemic,0
havering,2012-02-01,february,2012,winter,pre-pandemic,0
lewisham,2012-02-01,february,2012,winter,pre-pandemic,0
merton,2012-02-01,february,2012,winter,pre-pandemic,0
lambeth,2012-03-01,march,2012,spring,pre-pandemic,0
hounslow,2012-03-01,march,2012,spring,pre-pandemic,0
lewisham,2012-03-01,march,2012,spring,pre-pandemic,0
hackney,2012-03-01,march,2012,spring,pre-pandemic,0
bexley,2012-03-01,march,2012,spring,pre-pandemic,0
newham,2012-03-01,march,2012,spring,pre-pandemic,1
greenwich,2012-03-01,march,2012,spring,pre-pandemic,0
wandsworth,2012-03-01,march,2012,spring,pre-pandemic,0
lambeth,2012-03-01,march,2012,spring,pre-pandemic,1
havering,2012-03-01,march,2012,spring,pre-pandemic,0
hammersmith and fulham,2012-03-01,march,2012,spring,pre-pandemic,1
brent,2012-03-01,march,2012,spring,pre-pandemic,0
ealing,2012-03-01,march,2012,spring,pre-pandemic,0
harrow,2012-03-01,march,2012,spring,pre-pandemic,0
hillingdon,2012-03-01,march,2012,spring,pre-pandemic,0
westminster,2012-03-01,march,2012,spring,pre-pandemic,0
wandsworth,2012-03-01,march,2012,spring,pre-pandemic,0
hillingdon,2012-03-01,march,2012,spring,pre-pandemic,0
enfield,2012-03-01,march,2012,spring,pre-pandemic,1
croydon,2012-03-01,march,2012,spring,pre-pandemic,0
hounslow,2012-03-01,march,2012,spring,pre-pandemic,0
islington,2012-03-01,march,2012,spring,pre-pandemic,0
barking and dagenham,2012-03-01,march,2012,spring,pre-pandemic,0
enfield,2012-03-01,march,2012,spring,pre-pandemic,1
islington,2012-04-01,april,2012,spring,pre-pandemic,0
croydon,2012-04-01,april,2012,spring,pre-pandemic,1
sutton,2012-04-01,april,2012,spring,pre-pandemic,1
lambeth,2012-04-01,april,2012,spring,pre-pandemic,1
camden,2012-04-01,april,2012,spring,pre-pandemic,0
bexley,2012-04-01,april,2012,spring,pre-pandemic,1
camden,2012-04-01,april,2012,spring,pre-pandemic,0
brent,2012-04-01,april,2012,spring,pre-pandemic,0
bexley,2012-04-01,april,2012,spring,pre-pandemic,0
kensington and chelsea,2012-04-01,april,2012,spring,pre-pandemic,0
westminster,2012-04-01,april,2012,spring,pre-pandemic,0
westminster,2012-05-01,may,2012,spring,pre-pandemic,0
lambeth,2012-05-01,may,2012,spring,pre-pandemic,0
ealing,2012-05-01,may,2012,spring,pre-pandemic,0
islington,2012-05-01,may,2012,spring,pre-pandemic,0
camden,2012-05-01,may,2012,spring,pre-pandemic,0
hillingdon,2012-05-01,may,2012,spring,pre-pandemic,0
croydon,2012-05-01,may,2012,spring,pre-pandemic,0
camden,2012-05-01,may,2012,spring,pre-pandemic,0
haringey,2012-05-01,may,2012,spring,pre-pandemic,0
havering,2012-05-01,may,2012,spring,pre-pandemic,1
havering,2012-05-01,may,2012,spring,pre-pandemic,1
redbridge,2012-05-01,may,2012,spring,pre-pandemic,0
bromley,2012-05-01,may,2012,spring,pre-pandemic,0
sutton,2012-05-01,may,2012,spring,pre-pandemic,0
hackney,2012-05-01,may,2012,spring,pre-pandemic,0
lambeth,2012-05-01,may,2012,spring,pre-pandemic,0
croydon,2012-05-01,may,2012,spring,pre-pandemic,0
hackney,2012-06-01,june,2012,summer,pre-pandemic,0
haringey,2012-06-01,june,2012,summer,pre-pandemic,1
kensington and chelsea,2012-06-01,june,2012,summer,pre-pandemic,0
bromley,2012-06-01,june,2012,summer,pre-pandemic,0
hammersmith and fulham,2012-06-01,june,2012,summer,pre-pandemic,0
bexley,2012-06-01,june,2012,summer,pre-pandemic,0
ealing,2012-06-01,june,2012,summer,pre-pandemic,0
hounslow,2012-06-01,june,2012,summer,pre-pandemic,0
barking and dagenham,2012-06-01,june,2012,summer,pre-pandemic,0
kensington and chelsea,2012-06-01,june,2012,summer,pre-pandemic,0
greenwich,2012-06-01,june,2012,summer,pre-pandemic,0
brent,2012-06-01,june,2012,summer,pre-pandemic,0
brent,2012-06-01,june,2012,summer,pre-pandemic,0
barking and dagenham,2012-06-01,june,2012,summer,pre-pandemic,0
hackney,2012-06-01,june,2012,summer,pre-pandemic,0
haringey,2012-06-01,june,2012,summer,pre-pandemic,0
haringey,2012-06-01,june,2012,summer,pre-pandemic,0
newham,2012-06-01,june,2012,summer,pre-pandemic,0
greenwich,2012-06-01,june,2012,summer,pre-pandemic,0
enfield,2012-06-01,june,2012,summer,pre-pandemic,0
enfield,2012-06-01,june,2012,summer,pre-pandemic,0
waltham forest,2012-07-01,july,2012,summer,pre-pandemic,0
kensington and chelsea,2012-07-01,july,2012,summer,pre-pandemic,0
kensington and chelsea,2012-07-01,july,2012,summer,pre-pandemic,0
kensington and chelsea,2012-07-01,july,2012,summer,pre-pandemic,0
kensington and chelsea,2012-07-01,july,2012,summer,pre-pandemic,0
kensington and chelsea,2012-07-01,july,2012,summer,pre-pandemic,0
lewisham,2012-07-01,july,2012,summer,pre-pandemic,0
barnet,2012-07-01,july,2012,summer,pre-pandemic,1
newham,2012-07-01,july,2012,summer,pre-pandemic,0
bromley,2012-07-01,july,2012,summer,pre-pandemic,0
bromley,2012-07-01,july,2012,summer,pre-pandemic,0
westminster,2012-07-01,july,2012,summer,pre-pandemic,0
lewisham,2012-07-01,july,2012,summer,pre-pandemic,0
croydon,2012-07-01,july,2012,summer,pre-pandemic,0
croydon,2012-07-01,july,2012,summer,pre-pandemic,0
hammersmith and fulham,2012-07-01,july,2012,summer,pre-pandemic,0
enfield,2012-08-01,august,2012,summer,pre-pandemic,0
newham,2012-08-01,august,2012,summer,pre-pandemic,0
hounslow,2012-08-01,august,2012,summer,pre-pandemic,0
lambeth,2012-08-01,august,2012,summer,pre-pandemic,0
greenwich,2012-08-01,august,2012,summer,pre-pandemic,0
tower hamlets,2012-08-01,august,2012,summer,pre-pandemic,0
tower hamlets,2012-08-01,august,2012,summer,pre-pandemic,0
tower hamlets,2012-08-01,august,2012,summer,pre-pandemic,0
sutton,2012-08-01,august,2012,summer,pre-pandemic,0
lambeth,2012-08-01,august,2012,summer,pre-pandemic,0
croydon,2012-08-01,august,2012,summer,pre-pandemic,0
islington,2012-08-01,august,2012,summer,pre-pandemic,0
greenwich,2012-08-01,august,2012,summer,pre-pandemic,0
croydon,2012-08-01,august,2012,summer,pre-pandemic,0
newham,2012-08-01,august,2012,summer,pre-pandemic,1
bromley,2012-08-01,august,2012,summer,pre-pandemic,0
redbridge,2012-08-01,august,2012,summer,pre-pandemic,1
kingston upon thames,2012-09-01,september,2012,autumn,pre-pandemic,0
bexley,2012-09-01,september,2012,autumn,pre-pandemic,0
wandsworth,2012-09-01,september,2012,autumn,pre-pandemic,0
lewisham,2012-09-01,september,2012,autumn,pre-pandemic,0
brent,2012-09-01,september,2012,autumn,pre-pandemic,0
havering,2012-09-01,september,2012,autumn,pre-pandemic,1
islington,2012-09-01,september,2012,autumn,pre-pandemic,0
southwark,2012-09-01,september,2012,autumn,pre-pandemic,1
tower hamlets,2012-09-01,september,2012,autumn,pre-pandemic,0
hillingdon,2012-09-01,september,2012,autumn,pre-pandemic,0
barking and dagenham,2012-09-01,september,2012,autumn,pre-pandemic,0
lambeth,2012-09-01,september,2012,autumn,pre-pandemic,0
barking and dagenham,2012-09-01,september,2012,autumn,pre-pandemic,0
haringey,2012-09-01,september,2012,autumn,pre-pandemic,0
haringey,2012-09-01,september,2012,autumn,pre-pandemic,0
islington,2012-09-01,september,2012,autumn,pre-pandemic,0
newham,2012-09-01,september,2012,autumn,pre-pandemic,0
hackney,2012-09-01,september,2012,autumn,pre-pandemic,0
hillingdon,2012-10-01,october,2012,autumn,pre-pandemic,1
westminster,2012-10-01,october,2012,autumn,pre-pandemic,1
hillingdon,2012-10-01,october,2012,autumn,pre-pandemic,0
tower hamlets,2012-10-01,october,2012,autumn,pre-pandemic,0
harrow,2012-10-01,october,2012,autumn,pre-pandemic,0
hillingdon,2012-10-01,october,2012,autumn,pre-pandemic,0
lewisham,2012-10-01,october,2012,autumn,pre-pandemic,0
ealing,2012-10-01,october,2012,autumn,pre-pandemic,0
ealing,2012-10-01,october,2012,autumn,pre-pandemic,0
ealing,2012-10-01,october,2012,autumn,pre-pandemic,0
kensington and chelsea,2012-10-01,october,2012,autumn,pre-pandemic,0
kingston upon thames,2012-10-01,october,2012,autumn,pre-pandemic,0
islington,2012-10-01,october,2012,autumn,pre-pandemic,0
redbridge,2012-10-01,october,2012,autumn,pre-pandemic,0
hackney,2012-10-01,october,2012,autumn,pre-pandemic,0
haringey,2012-11-01,november,2012,autumn,pre-pandemic,0
lewisham,2012-11-01,november,2012,autumn,pre-pandemic,0
ealing,2012-11-01,november,2012,autumn,pre-pandemic,0
redbridge,2012-11-01,november,2012,autumn,pre-pandemic,0
croydon,2012-11-01,november,2012,autumn,pre-pandemic,0
haringey,2012-11-01,november,2012,autumn,pre-pandemic,1
newham,2012-11-01,november,2012,autumn,pre-pandemic,0
westminster,2012-11-01,november,2012,autumn,pre-pandemic,0
barking and dagenham,2012-11-01,november,2012,autumn,pre-pandemic,0
enfield,2012-11-01,november,2012,autumn,pre-pandemic,0
lambeth,2012-11-01,november,2012,autumn,pre-pandemic,0
croydon,2012-11-01,november,2012,autumn,pre-pandemic,0
ealing,2012-11-01,november,2012,autumn,pre-pandemic,0
ealing,2012-11-01,november,2012,autumn,pre-pandemic,0
hounslow,2012-12-01,december,2012,winter,pre-pandemic,1
kingston upon thames,2012-12-01,december,2012,winter,pre-pandemic,0
hackney,2012-12-01,december,2012,winter,pre-pandemic,0
kensington and chelsea,2012-12-01,december,2012,winter,pre-pandemic,0
barnet,2012-12-01,december,2012,winter,pre-pandemic,0
bexley,2012-12-01,december,2012,winter,pre-pandemic,0
haringey,2012-12-01,december,2012,winter,pre-pandemic,0
barnet,2012-12-01,december,2012,winter,pre-pandemic,0
greenwich,2012-12-01,december,2012,winter,pre-pandemic,0
merton,2012-12-01,december,2012,winter,pre-pandemic,0
hillingdon,2012-12-01,december,2012,winter,pre-pandemic,0
wandsworth,2012-12-01,december,2012,winter,pre-pandemic,0
lambeth,2012-12-01,december,2012,winter,pre-pandemic,0
redbridge,2012-12-01,december,2012,winter,pre-pandemic,0
enfield,2012-12-01,december,2012,winter,pre-pandemic,0
brent,2012-12-01,december,2012,winter,pre-pandemic,0
ealing,2012-12-01,december,2012,winter,pre-pandemic,0
barking and dagenham,2012-12-01,december,2012,winter,pre-pandemic,0
haringey,2012-12-01,december,2012,winter,pre-pandemic,0
islington,2012-12-01,december,2012,winter,pre-pandemic,0
westminster,2013-01-01,january,2013,winter,pre-pandemic,0
lewisham,2013-01-01,january,2013,winter,pre-pandemic,0
redbridge,2013-01-01,january,2013,winter,pre-pandemic,0
redbridge,2013-01-01,january,2013,winter,pre-pandemic,0
bromley,2013-01-01,january,2013,winter,pre-pandemic,0
wandsworth,2013-01-01,january,2013,winter,pre-pandemic,0
bexley,2013-01-01,january,2013,winter,pre-pandemic,0
hillingdon,2013-01-01,january,2013,winter,pre-pandemic,0
waltham forest,2013-01-01,january,2013,winter,pre-pandemic,0
ealing,2013-01-01,january,2013,winter,pre-pandemic,0
barnet,2013-01-01,january,2013,winter,pre-pandemic,0
greenwich,2013-01-01,january,2013,winter,pre-pandemic,0
waltham forest,2013-01-01,january,2013,winter,pre-pandemic,0
harrow,2013-01-01,january,2013,winter,pre-pandemic,0
camden,2013-02-01,february,2013,winter,pre-pandemic,0
hillingdon,2013-02-01,february,2013,winter,pre-pandemic,0
haringey,2013-02-01,february,2013,winter,pre-pandemic,0
barking and dagenham,2013-02-01,february,2013,winter,pre-pandemic,1
barnet,2013-02-01,february,2013,winter,pre-pandemic,0
greenwich,2013-02-01,february,2013,winter,pre-pandemic,1
lambeth,2013-02-01,february,2013,winter,pre-pandemic,0
greenwich,2013-02-01,february,2013,winter,pre-pandemic,1
greenwich,2013-02-01,february,2013,winter,pre-pandemic,1
sutton,2013-02-01,february,2013,winter,pre-pandemic,0
islington,2013-02-01,february,2013,winter,pre-pandemic,0
westminster,2013-03-01,march,2013,spring,pre-pandemic,0
merton,2013-03-01,march,2013,spring,pre-pandemic,0
richmond upon thames,2013-03-01,march,2013,spring,pre-pandemic,1
lambeth,2013-03-01,march,2013,spring,pre-pandemic,0
lewisham,2013-03-01,march,2013,spring,pre-pandemic,0
enfield,2013-03-01,march,2013,spring,pre-pandemic,0
